participant_id,task,condition,predicted_accuracy,fsm_number,fsm_type,mm_accuracy,count_nan
161,explanation,hidden_normative_subset,0.5,22.0,hard,,
161,explanation,hidden_an_subset,0.5,22.0,hard,,
162,explanation,visible,0.5,22.0,hard,0.0,0.0
162,explanation,hidden,0.5,22.0,hard,0.0,0.0
162,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
162,explanation,hidden_normative_subset,0.5,22.0,hard,,
162,explanation,hidden_an_subset,0.5,22.0,hard,,
163,explanation,visible,0.5,22.0,hard,0.0,0.0
163,explanation,hidden,0.5,22.0,hard,0.0,0.0
163,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
163,explanation,hidden_normative_subset,0.5,22.0,hard,,
163,explanation,hidden_an_subset,0.5,22.0,hard,,
164,explanation,visible,0.5,22.0,hard,0.0,0.0
164,explanation,hidden,0.5,22.0,hard,0.0,0.0
164,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
164,explanation,hidden_normative_subset,0.5,22.0,hard,,
164,explanation,hidden_an_subset,0.5,22.0,hard,,
165,explanation,visible,0.5,22.0,hard,0.0,0.0
165,explanation,hidden,0.5,22.0,hard,0.0,0.0
165,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
165,explanation,hidden_normative_subset,0.5,22.0,hard,,
165,explanation,hidden_an_subset,0.5,22.0,hard,,
166,explanation,visible,0.5,22.0,hard,0.0,0.0
166,explanation,hidden,0.5,22.0,hard,0.0,0.0
166,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
166,explanation,hidden_normative_subset,0.5,22.0,hard,,
166,explanation,hidden_an_subset,0.5,22.0,hard,,
167,explanation,visible,0.5,22.0,hard,0.0,0.0
167,explanation,hidden,0.5,22.0,hard,0.0,0.0
167,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
167,explanation,hidden_normative_subset,0.5,22.0,hard,,
167,explanation,hidden_an_subset,0.5,22.0,hard,,
168,explanation,visible,0.5,22.0,hard,0.0,0.0
168,explanation,hidden,0.5,22.0,hard,0.0,0.0
168,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
168,explanation,hidden_normative_subset,0.5,22.0,hard,,
168,explanation,hidden_an_subset,0.5,22.0,hard,,
169,explanation,visible,0.5,22.0,hard,0.0,0.0
169,explanation,hidden,0.5,22.0,hard,0.0,0.0
169,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
169,explanation,hidden_normative_subset,0.5,22.0,hard,,
169,explanation,hidden_an_subset,0.5,22.0,hard,,
170,explanation,visible,0.5,22.0,hard,0.0,0.0
170,explanation,hidden,0.5,22.0,hard,0.0,0.0
170,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
170,explanation,hidden_normative_subset,0.5,22.0,hard,,
170,explanation,hidden_an_subset,0.5,22.0,hard,,
171,explanation,visible,0.5,22.0,hard,0.0,0.0
171,explanation,hidden,0.5,22.0,hard,0.0,0.0
171,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
171,explanation,hidden_normative_subset,0.5,22.0,hard,,
171,explanation,hidden_an_subset,0.5,22.0,hard,,
172,explanation,visible,0.5,22.0,hard,0.0,0.0
172,explanation,hidden,0.5,22.0,hard,0.0,0.0
172,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
172,explanation,hidden_normative_subset,0.5,22.0,hard,,
172,explanation,hidden_an_subset,0.5,22.0,hard,,
173,explanation,visible,0.5,22.0,hard,0.0,0.0
173,explanation,hidden,0.5,22.0,hard,0.0,0.0
173,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
173,explanation,hidden_normative_subset,0.5,22.0,hard,,
173,explanation,hidden_an_subset,0.5,22.0,hard,,
174,explanation,visible,0.5,22.0,hard,0.0,0.0
174,explanation,hidden,0.5,22.0,hard,0.0,0.0
174,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
174,explanation,hidden_normative_subset,0.5,22.0,hard,,
174,explanation,hidden_an_subset,0.5,22.0,hard,,
175,explanation,visible,0.5,22.0,hard,0.0,0.0
175,explanation,hidden,0.5,22.0,hard,0.0,0.0
175,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
175,explanation,hidden_normative_subset,0.5,22.0,hard,,
175,explanation,hidden_an_subset,0.5,22.0,hard,,
176,explanation,visible,0.5,22.0,hard,0.0,0.0
176,explanation,hidden,0.5,22.0,hard,0.0,0.0
176,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
176,explanation,hidden_normative_subset,0.5,22.0,hard,,
176,explanation,hidden_an_subset,0.5,22.0,hard,,
177,explanation,visible,0.5,22.0,hard,0.0,0.0
177,explanation,hidden,0.5,22.0,hard,0.0,0.0
177,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
177,explanation,hidden_normative_subset,0.5,22.0,hard,,
177,explanation,hidden_an_subset,0.5,22.0,hard,,
178,explanation,visible,0.5,22.0,hard,0.0,0.0
178,explanation,hidden,0.5,22.0,hard,0.0,0.0
178,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
178,explanation,hidden_normative_subset,0.5,22.0,hard,,
178,explanation,hidden_an_subset,0.5,22.0,hard,,
179,explanation,visible,0.5,22.0,hard,0.0,0.0
179,explanation,hidden,0.5,22.0,hard,0.0,0.0
179,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
179,explanation,hidden_normative_subset,0.5,22.0,hard,,
179,explanation,hidden_an_subset,0.5,22.0,hard,,
180,explanation,visible,0.5,22.0,hard,0.0,0.0
180,explanation,hidden,0.5,22.0,hard,0.0,0.0
180,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
180,explanation,hidden_normative_subset,0.5,22.0,hard,,
180,explanation,hidden_an_subset,0.5,22.0,hard,,
181,explanation,visible,0.5,22.0,hard,0.0,0.0
181,explanation,hidden,0.5,22.0,hard,0.0,0.0
181,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
181,explanation,hidden_normative_subset,0.5,22.0,hard,,
181,explanation,hidden_an_subset,0.5,22.0,hard,,
182,explanation,visible,0.5,22.0,hard,0.0,0.0
182,explanation,hidden,0.5,22.0,hard,0.0,0.0
182,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
182,explanation,hidden_normative_subset,0.5,22.0,hard,,
182,explanation,hidden_an_subset,0.5,22.0,hard,,
183,explanation,visible,0.5,22.0,hard,0.0,0.0
183,explanation,hidden,0.5,22.0,hard,0.0,0.0
183,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
183,explanation,hidden_normative_subset,0.5,22.0,hard,,
183,explanation,hidden_an_subset,0.5,22.0,hard,,
184,explanation,visible,0.5,22.0,hard,0.0,0.0
184,explanation,hidden,0.5,22.0,hard,0.0,0.0
184,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
184,explanation,hidden_normative_subset,0.5,22.0,hard,,
184,explanation,hidden_an_subset,0.5,22.0,hard,,
185,explanation,visible,0.5,22.0,hard,0.0,0.0
185,explanation,hidden,0.5,22.0,hard,0.0,0.0
185,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
185,explanation,hidden_normative_subset,0.5,22.0,hard,,
185,explanation,hidden_an_subset,0.5,22.0,hard,,
186,explanation,visible,0.5,22.0,hard,0.0,0.0
186,explanation,hidden,0.5,22.0,hard,0.0,0.0
186,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
186,explanation,hidden_normative_subset,0.5,22.0,hard,,
186,explanation,hidden_an_subset,0.5,22.0,hard,,
187,explanation,visible,0.5,22.0,hard,0.0,0.0
187,explanation,hidden,0.5,22.0,hard,0.0,0.0
187,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
187,explanation,hidden_normative_subset,0.5,22.0,hard,,
187,explanation,hidden_an_subset,0.5,22.0,hard,,
188,explanation,visible,0.5,22.0,hard,0.0,0.0
188,explanation,hidden,0.5,22.0,hard,0.0,0.0
188,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
188,explanation,hidden_normative_subset,0.5,22.0,hard,,
188,explanation,hidden_an_subset,0.5,22.0,hard,,
189,explanation,visible,0.5,22.0,hard,0.0,0.0
189,explanation,hidden,0.5,22.0,hard,0.0,0.0
189,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
189,explanation,hidden_normative_subset,0.5,22.0,hard,,
189,explanation,hidden_an_subset,0.5,22.0,hard,,
190,explanation,visible,0.5,22.0,hard,0.0,0.0
190,explanation,hidden,0.5,22.0,hard,0.0,0.0
190,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
190,explanation,hidden_normative_subset,0.5,22.0,hard,,
190,explanation,hidden_an_subset,0.5,22.0,hard,,
191,explanation,visible,0.5,22.0,hard,0.0,0.0
191,explanation,hidden,0.5,22.0,hard,0.0,0.0
191,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
191,explanation,hidden_normative_subset,0.5,22.0,hard,,
191,explanation,hidden_an_subset,0.5,22.0,hard,,
192,explanation,visible,0.5,22.0,hard,0.0,0.0
192,explanation,hidden,0.5,22.0,hard,0.0,0.0
192,explanation,hidden_an,0.5,22.0,hard,0.0,2.0
192,explanation,hidden_normative_subset,0.5,22.0,hard,,
192,explanation,hidden_an_subset,0.5,22.0,hard,,
193,explanation,visible,0.5,22.0,hard,0.0,0.0
193,explanation,hidden,0.5,22.0,hard,0.0,0.0
193,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
193,explanation,hidden_normative_subset,0.5,22.0,hard,,
193,explanation,hidden_an_subset,0.5,22.0,hard,,
194,explanation,visible,0.5,22.0,hard,0.0,0.0
194,explanation,hidden,0.5,22.0,hard,0.0,0.0
194,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
194,explanation,hidden_normative_subset,0.5,22.0,hard,,
194,explanation,hidden_an_subset,0.5,22.0,hard,,
195,explanation,visible,0.5,22.0,hard,0.0,0.0
195,explanation,hidden,0.5,22.0,hard,0.0,0.0
195,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
195,explanation,hidden_normative_subset,0.5,22.0,hard,,
195,explanation,hidden_an_subset,0.5,22.0,hard,,
196,explanation,visible,0.5,22.0,hard,0.0,0.0
196,explanation,hidden,0.5,22.0,hard,0.0,0.0
196,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
196,explanation,hidden_normative_subset,0.5,22.0,hard,,
196,explanation,hidden_an_subset,0.5,22.0,hard,,
197,explanation,visible,0.5,22.0,hard,0.0,0.0
197,explanation,hidden,0.5,22.0,hard,0.0,0.0
197,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
197,explanation,hidden_normative_subset,0.5,22.0,hard,,
197,explanation,hidden_an_subset,0.5,22.0,hard,,
198,explanation,visible,0.5,22.0,hard,0.0,0.0
198,explanation,hidden,0.5,22.0,hard,0.0,0.0
198,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
198,explanation,hidden_normative_subset,0.5,22.0,hard,,
198,explanation,hidden_an_subset,0.5,22.0,hard,,
199,explanation,visible,0.5,22.0,hard,0.0,0.0
199,explanation,hidden,0.5,22.0,hard,0.0,0.0
199,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
199,explanation,hidden_normative_subset,0.5,22.0,hard,,
199,explanation,hidden_an_subset,0.5,22.0,hard,,
200,explanation,visible,0.5,22.0,hard,0.0,0.0
200,explanation,hidden,0.5,22.0,hard,0.0,0.0
200,explanation,hidden_an,0.5,22.0,hard,0.0,1.0
200,explanation,hidden_normative_subset,0.5,22.0,hard,,
200,explanation,hidden_an_subset,0.5,22.0,hard,,
201,explanation,visible,0.5,22.0,hard,0.0,0.0
201,explanation,hidden,0.5,22.0,hard,0.0,0.0
201,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
201,explanation,hidden_normative_subset,0.5,22.0,hard,,
201,explanation,hidden_an_subset,0.5,22.0,hard,,
202,explanation,visible,0.5,22.0,hard,0.0,0.0
202,explanation,hidden,0.5,22.0,hard,0.0,0.0
202,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
202,explanation,hidden_normative_subset,0.5,22.0,hard,,
202,explanation,hidden_an_subset,0.5,22.0,hard,,
203,explanation,visible,0.5,22.0,hard,0.0,0.0
203,explanation,hidden,0.5,22.0,hard,0.0,0.0
203,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
203,explanation,hidden_normative_subset,0.5,22.0,hard,,
203,explanation,hidden_an_subset,0.5,22.0,hard,,
204,explanation,visible,0.5,22.0,hard,0.0,0.0
204,explanation,hidden,0.5,22.0,hard,0.0,0.0
204,explanation,hidden_an,0.5,22.0,hard,0.0,1.0
204,explanation,hidden_normative_subset,0.5,22.0,hard,,
204,explanation,hidden_an_subset,0.5,22.0,hard,,
205,explanation,visible,0.5,22.0,hard,0.0,0.0
205,explanation,hidden,0.5,22.0,hard,0.0,0.0
205,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
205,explanation,hidden_normative_subset,0.5,22.0,hard,,
205,explanation,hidden_an_subset,0.5,22.0,hard,,
206,explanation,visible,0.5,22.0,hard,0.0,0.0
206,explanation,hidden,0.5,22.0,hard,0.0,0.0
206,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
206,explanation,hidden_normative_subset,0.5,22.0,hard,,
206,explanation,hidden_an_subset,0.5,22.0,hard,,
207,explanation,visible,0.5,22.0,hard,0.0,0.0
207,explanation,hidden,0.5,22.0,hard,0.0,0.0
207,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
207,explanation,hidden_normative_subset,0.5,22.0,hard,,
207,explanation,hidden_an_subset,0.5,22.0,hard,,
208,explanation,visible,0.5,22.0,hard,0.0,0.0
208,explanation,hidden,0.5,22.0,hard,0.0,0.0
208,explanation,hidden_an,0.5,22.0,hard,0.0,1.0
208,explanation,hidden_normative_subset,0.5,22.0,hard,,
208,explanation,hidden_an_subset,0.5,22.0,hard,,
209,explanation,visible,0.5,22.0,hard,0.0,0.0
209,explanation,hidden,0.5,22.0,hard,0.0,0.0
209,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
209,explanation,hidden_normative_subset,0.5,22.0,hard,,
209,explanation,hidden_an_subset,0.5,22.0,hard,,
210,explanation,visible,0.5,22.0,hard,0.0,0.0
210,explanation,hidden,0.5,22.0,hard,0.0,0.0
210,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
210,explanation,hidden_normative_subset,0.5,22.0,hard,,
210,explanation,hidden_an_subset,0.5,22.0,hard,,
211,explanation,visible,0.5,22.0,hard,0.0,0.0
211,explanation,hidden,0.5,22.0,hard,0.0,0.0
211,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
211,explanation,hidden_normative_subset,0.5,22.0,hard,,
211,explanation,hidden_an_subset,0.5,22.0,hard,,
212,explanation,visible,0.5,22.0,hard,0.0,0.0
212,explanation,hidden,0.5,22.0,hard,0.0,0.0
212,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
212,explanation,hidden_normative_subset,0.5,22.0,hard,,
212,explanation,hidden_an_subset,0.5,22.0,hard,,
213,explanation,visible,0.5,22.0,hard,0.0,0.0
213,explanation,hidden,0.5,22.0,hard,0.0,0.0
213,explanation,hidden_an,0.5,22.0,hard,0.0,1.0
213,explanation,hidden_normative_subset,0.5,22.0,hard,,
213,explanation,hidden_an_subset,0.5,22.0,hard,,
214,explanation,visible,0.5,22.0,hard,0.0,0.0
214,explanation,hidden,0.5,22.0,hard,0.0,0.0
214,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
214,explanation,hidden_normative_subset,0.5,22.0,hard,,
214,explanation,hidden_an_subset,0.5,22.0,hard,,
215,explanation,visible,0.5,22.0,hard,0.0,0.0
215,explanation,hidden,0.5,22.0,hard,0.0,0.0
215,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
215,explanation,hidden_normative_subset,0.5,22.0,hard,,
215,explanation,hidden_an_subset,0.5,22.0,hard,,
216,explanation,visible,0.5,22.0,hard,0.0,0.0
216,explanation,hidden,0.5,22.0,hard,0.0,0.0
216,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
216,explanation,hidden_normative_subset,0.5,22.0,hard,,
216,explanation,hidden_an_subset,0.5,22.0,hard,,
217,explanation,visible,0.5,22.0,hard,0.0,0.0
217,explanation,hidden,0.5,22.0,hard,0.0,0.0
217,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
217,explanation,hidden_normative_subset,0.5,22.0,hard,,
217,explanation,hidden_an_subset,0.5,22.0,hard,,
218,explanation,visible,0.5,22.0,hard,0.0,0.0
218,explanation,hidden,0.5,22.0,hard,0.0,0.0
218,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
218,explanation,hidden_normative_subset,0.5,22.0,hard,,
218,explanation,hidden_an_subset,0.5,22.0,hard,,
219,explanation,visible,0.5,22.0,hard,0.0,0.0
219,explanation,hidden,0.5,22.0,hard,0.0,0.0
219,explanation,hidden_an,0.5,22.0,hard,0.0,1.0
219,explanation,hidden_normative_subset,0.5,22.0,hard,,
219,explanation,hidden_an_subset,0.5,22.0,hard,,
220,explanation,visible,0.5,22.0,hard,0.0,0.0
220,explanation,hidden,0.5,22.0,hard,0.0,0.0
220,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
220,explanation,hidden_normative_subset,0.5,22.0,hard,,
220,explanation,hidden_an_subset,0.5,22.0,hard,,
221,explanation,visible,0.5,22.0,hard,0.0,0.0
221,explanation,hidden,0.5,22.0,hard,0.0,0.0
221,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
221,explanation,hidden_normative_subset,0.5,22.0,hard,,
221,explanation,hidden_an_subset,0.5,22.0,hard,,
222,explanation,visible,0.5,22.0,hard,0.0,0.0
222,explanation,hidden,0.5,22.0,hard,0.0,0.0
222,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
222,explanation,hidden_normative_subset,0.5,22.0,hard,,
222,explanation,hidden_an_subset,0.5,22.0,hard,,
223,explanation,visible,0.5,22.0,hard,0.0,0.0
223,explanation,hidden,0.5,22.0,hard,0.0,0.0
223,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
223,explanation,hidden_normative_subset,0.5,22.0,hard,,
223,explanation,hidden_an_subset,0.5,22.0,hard,,
224,explanation,visible,0.5,22.0,hard,0.0,0.0
224,explanation,hidden,0.5,22.0,hard,0.0,0.0
224,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
224,explanation,hidden_normative_subset,0.5,22.0,hard,,
224,explanation,hidden_an_subset,0.5,22.0,hard,,
225,explanation,visible,0.5,22.0,hard,0.0,0.0
225,explanation,hidden,0.5,22.0,hard,0.0,0.0
225,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
225,explanation,hidden_normative_subset,0.5,22.0,hard,,
225,explanation,hidden_an_subset,0.5,22.0,hard,,
226,explanation,visible,0.5,22.0,hard,0.0,0.0
226,explanation,hidden,0.5,22.0,hard,0.0,0.0
226,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
226,explanation,hidden_normative_subset,0.5,22.0,hard,,
226,explanation,hidden_an_subset,0.5,22.0,hard,,
227,explanation,visible,0.5,22.0,hard,0.0,0.0
227,explanation,hidden,0.5,22.0,hard,0.0,0.0
227,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
227,explanation,hidden_normative_subset,0.5,22.0,hard,,
227,explanation,hidden_an_subset,0.5,22.0,hard,,
228,explanation,visible,0.5,22.0,hard,0.0,0.0
228,explanation,hidden,0.5,22.0,hard,0.0,0.0
228,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
228,explanation,hidden_normative_subset,0.5,22.0,hard,,
228,explanation,hidden_an_subset,0.5,22.0,hard,,
229,explanation,visible,0.5,22.0,hard,0.0,0.0
229,explanation,hidden,0.5,22.0,hard,0.0,0.0
229,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
229,explanation,hidden_normative_subset,0.5,22.0,hard,,
229,explanation,hidden_an_subset,0.5,22.0,hard,,
230,explanation,visible,0.5,22.0,hard,0.0,0.0
230,explanation,hidden,0.5,22.0,hard,0.0,0.0
230,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
230,explanation,hidden_normative_subset,0.5,22.0,hard,,
230,explanation,hidden_an_subset,0.5,22.0,hard,,
231,explanation,visible,0.5,22.0,hard,0.0,0.0
231,explanation,hidden,0.5,22.0,hard,0.0,0.0
231,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
231,explanation,hidden_normative_subset,0.5,22.0,hard,,
231,explanation,hidden_an_subset,0.5,22.0,hard,,
232,explanation,visible,0.5,22.0,hard,0.0,0.0
232,explanation,hidden,0.5,22.0,hard,0.0,0.0
232,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
232,explanation,hidden_normative_subset,0.5,22.0,hard,,
232,explanation,hidden_an_subset,0.5,22.0,hard,,
233,explanation,visible,0.5,22.0,hard,0.0,0.0
233,explanation,hidden,0.5,22.0,hard,0.0,0.0
233,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
233,explanation,hidden_normative_subset,0.5,22.0,hard,,
233,explanation,hidden_an_subset,0.5,22.0,hard,,
234,explanation,visible,0.5,22.0,hard,0.0,0.0
234,explanation,hidden,0.5,22.0,hard,0.0,0.0
234,explanation,hidden_an,0.5,22.0,hard,0.0,1.0
234,explanation,hidden_normative_subset,0.5,22.0,hard,,
234,explanation,hidden_an_subset,0.5,22.0,hard,,
235,explanation,visible,0.5,22.0,hard,0.0,0.0
235,explanation,hidden,0.5,22.0,hard,0.0,0.0
235,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
235,explanation,hidden_normative_subset,0.5,22.0,hard,,
235,explanation,hidden_an_subset,0.5,22.0,hard,,
236,explanation,visible,0.5,22.0,hard,0.0,0.0
236,explanation,hidden,0.5,22.0,hard,0.0,0.0
236,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
236,explanation,hidden_normative_subset,0.5,22.0,hard,,
236,explanation,hidden_an_subset,0.5,22.0,hard,,
237,explanation,visible,0.5,22.0,hard,0.0,0.0
237,explanation,hidden,0.5,22.0,hard,0.0,0.0
237,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
237,explanation,hidden_normative_subset,0.5,22.0,hard,,
237,explanation,hidden_an_subset,0.5,22.0,hard,,
238,explanation,visible,0.5,22.0,hard,0.0,0.0
238,explanation,hidden,0.5,22.0,hard,0.0,0.0
238,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
238,explanation,hidden_normative_subset,0.5,22.0,hard,,
238,explanation,hidden_an_subset,0.5,22.0,hard,,
239,explanation,visible,0.5,22.0,hard,0.0,0.0
239,explanation,hidden,0.5,22.0,hard,0.0,0.0
239,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
239,explanation,hidden_normative_subset,0.5,22.0,hard,,
239,explanation,hidden_an_subset,0.5,22.0,hard,,
240,explanation,visible,0.5,22.0,hard,0.0,0.0
240,explanation,hidden,0.5,22.0,hard,0.0,0.0
240,explanation,hidden_an,0.5,22.0,hard,0.0,0.0
240,explanation,hidden_normative_subset,0.5,22.0,hard,,
240,explanation,hidden_an_subset,0.5,22.0,hard,,
